province;red;green;blue;x;x
2065;53;215;217;Batthiana;Batthiana
2066;116;145;119;Nagaur;Nagaur
2067;212;53;53;Gorwar;Gorwar
2068;72;225;192;Siwistan;Siwistan
2069;187;154;212;Kumaon;Kumaon
2070;123;181;72;Chaubisi Rajas;Chaubisi Rajas
2071;234;189;93;Limbuwan;Limbuwan
2072;96;229;237;Bhakkar;Bhakkar
2073;154;192;44;Baltistan;Baltistan
2074;151;175;205;Ladakh;Ladakh
2075;0;18;255;Doaba;Doaba
2076;0;194;255;Sialkot;Sialkot
2077;224;140;221;Margalla;Margalla
2078;32;140;221;Bannu;Bannu
2079;132;140;221;Dera Ghazi Khan;Dera Ghazi Khan
2080;219;108;9;Srikakulam;Srikakulam
2081;142;80;134;Lakhnor;Lakhnor
2082;17;138;94;Raipur;Raipur
2083;205;86;82;Kosta;Kosta
2084;193;0;241;Konaseema;Konaseema
2085;161;165;225;Tiruchirapalli;Tiruchirapalli
2086;197;225;191;Cholistan;Cholistan
2087;224;213;178;Ajmer;Ajmer
2088;66;156;186;Umarkot;Umarkot
2089;81;142;66;Chaul;Chaul
2090;154;52;179;Rayalaseema;Rayalaseema
2091;145;33;11;Tripura;Tripura
2092;170;185;212;Mahadeo;Mahadeo
2093;230;190;64;Mandsaur;Mandsaur
2094;78;155;191;Bahreich;Bahreich
2095;222;94;94;Varanasi;Varanasi
2096;210;243;194;Damin;Damin
2097;95;101;222;Baghelkhand;Baghelkhand
2098;148;136;138;Surguja;Surguja
2099;193;207;44;Kandy;Kandy
2100;195;123;121;Vanni;Vanni
2101;186;239;22;Tirunelveli;Tirunelveli
2102;215;191;26;Urkan;Urkan
2103;103;132;224;Udi;Udi
2104;104;136;64;Birija;Birija
2105;105;148;160;Kuru;Kuru
2106;105;162;80;Furdan;Furdan
2107;104;158;240;Ningguta;Ningguta
2108;100;98;144;Huncun;Huncun
2109;100;90;80;Boduna;Boduna
2110;99;86;240;Yehe;Yehe
2111;199;223;102;Hetu Ala;Hetu Ala
2112;115;210;143;Andong;Andong
2113;193;133;132;Gaizhou;Gaizhou
2114;106;172;160;Ereen;Ereen
2115;107;180;224;Chahar;Chahar
2116;108;206;240;Ih Huree;Ih Huree
2117;219;224;124;Zasagt;Zasagt
2118;116;102;240;Urzhar;Urzhar
2119;114;56;64;Chuguchak;Chuguchak
2120;114;115;55;Ili;Ili
2121;112;32;64;Kuqa;Kuqa
2122;111;244;160;Hami;Hami
2123;111;254;240;Qakilik;Qakilik
2124;115;78;240;Yarkand;Yarkand
2125;115;86;112;Kochkor;Kochkor
2126;155;139;47;Chuy;Chuy
2127;115;82;80;Yashilkul;Yashilkul
2128;123;184;128;Ngari;Ngari
2129;122;174;240;Changtang;Changtang
2130;121;152;64;Nyingchi;Nyingchi
2131;196;187;21;Qamdo;Qamdo
2132;119;138;144;Markam;Markam
2133;118;126;240;Dege;Dege
2134;119;120;192;Rebgong;Rebgong
2135;118;130;80;Garze;Garze
2136;124;210;144;Xuanhua;Xuanhua
2137;143;75;75;Daming;Daming
2138;86;118;240;Wuding;Wuding
2139;145;24;24;Laizhou;Laizhou
2140;238;254;148;Yanzhou;Yanzhou
2141;107;218;111;Xuzhou;Xuzhou
2142;84;80;128;Huai'an;Huai'an
2143;190;53;53;Fengyang;Fengyang
2144;82;62;176;Fuyang;Fuyang
2145;185;51;51;Zhenjiang;Zhenjiang
2146;185;197;39;Ningguo;Ningguo
2147;150;42;42;Huizhou;Huizhou
2148;41;150;61;Shaoxin;Shaoxin
2149;121;54;54;Ningbo;Ningbo
2150;69;102;64;Jinhua;Jinhua
2151;131;100;35;Poyang;Poyang
2152;144;37;37;Jianning;Jianning
2153;67;84;112;Tingzhou;Tingzhou
2154;233;216;92;Kelang;Kelang
2155;97;44;96;Middag;Middag
2156;146;81;81;Chaochow;Chaochow
2157;65;52;224;Waichow;Waichow
2158;65;46;176;Shiukwan;Shiukwan
2159;64;44;160;Leichow;Leichow
2160;65;34;80;Ngaichow;Ngaichow
2161;64;32;64;Limchow;Limchow
2162;68;78;64;Ngchow;Ngchow
2163;67;62;128;Liuzhou;Liuzhou
2164;67;70;192;Namning;Namning
2165;255;216;0;Pu'er;Pu'er
2166;69;205;50;Dehong;Dehong
2167;75;240;74;Lijiang;Lijiang
2168;79;254;112;Bozhou;Bozhou
2169;149;33;33;Langzhong;Langzhong
2170;90;182;176;Songqu;Songqu
2171;153;57;57;Xiangyang;Xiangyang
2172;81;48;64;Jingzhou;Jingzhou
2173;0;36;255;Yuanling;Yuanling
2174;158;62;62;Hengyang;Hengyang
2175;171;198;23;Runing;Runing
2176;88;144;64;Shangqiu;Shangqiu
2177;89;162;208;Ningwu;Ningwu
2178;90;172;96;Lu'an;Lu'an
2179;91;188;224;Yan'an;Yan'an
2180;79;246;240;Tianshui;Tianshui
2181;93;216;64;Pingliang;Pingliang
2182;95;236;224;Liangzhou;Liangzhou
2183;93;222;112;Taozhou;Taozhou
2184;215;210;43;Xining;Xining
2185;103;120;128;Mergen;Mergen
2186;105;156;224;Iman;Iman
2187;106;164;96;Sartu;Sartu
2188;100;102;176;Alchuka;Alchuka
2189;110;220;160;Tsetserleg;Tsetserleg
2190;205;158;124;Qaraqorum;Qaraqorum
2191;108;196;160;Ejin;Ejin
2192;217;220;84;Korla;Korla
2193;96;42;80;Govi;Govi
2194;113;106;26;Kunlun;Kunlun
2195;255;18;160;Adyghe;Adyghe
2196;255;19;40;Guria;Guria
2197;255;25;0;Cabardia;Cabardia
2198;255;126;40;Khundzia;Khundzia
2199;255;200;150;Tarki;Tarki
2200;243;202;12;Suleiman Range;Suleiman Range
2201;255;22;200;Alania;Alania
2202;255;223;0;Melikates;Melikates
2203;255;23;23;Kakheti;Kakheti
2204;255;224;200;Samtskhe;Samtskhe
2205;255;24;40;Nakhchivan;Nakhchivan
2206;255;225;120;Urmia;Urmia
2207;255;125;200;Maragheh;Maragheh
2208;255;125;215;Terek;Terek
2209;255;24;90;Ilam;Ilam
2210;187;165;22;Kirmanshah;Kirmanshah
2211;187;215;128;Ardalan;Ardalan
2212;60;143;34;Zanjan;Zanjan
2213;187;205;22;Qom;Qom
2214;81;81;192;Golestan;Golestan
2215;187;24;90;Qazvin;Qazvin
2216;187;24;155;Semnan;Semnan
2217;255;112;90;Yasuj;Yasuj
2218;165;72;84;Sarvestan;Sarvestan
2219;58;88;180;Bandar Langeh;Bandar Langeh
2220;81;81;255;Bam;Bam
2221;165;72;137;Mashhad;Mashhad
2222;81;81;221;Ardakan;Ardakan
2223;215;50;155;Larestan;Larestan
2224;190;44;0;Ferah;Ferah
2225;210;227;0;Bamyan;Bamyan
2226;90;187;34;Jalalabad;Jalalabad
2227;208;154;12;Kunduz;Kunduz
2228;40;59;211;Maymana;Maymana
2229;90;156;34;Bust;Bust
2230;129;171;129;Chakhansur;Chakhansur
2231;121;210;41;Bela;Bela
2232;190;72;59;Kharan;Kharan
2233;152;137;59;Western Makran;Western Makran
2234;193;215;62;Rafsanjan;Rafsanjan
2235;190;72;96;Sabzevar;Sabzevar
2236;131;211;134;Bojnord;Bojnord
2237;160;109;157;Tekrur;Tekrur
2238;80;73;160;Kantor;Kantor
2239;120;75;185;Siine;Siine
2240;120;137;132;Galam;Galam
2241;200;111;182;Beafada;Beafada
2242;240;69;110;Karou;Karou
2243;80;135;107;Termes;Termes
2244;160;139;157;Tagant;Tagant
2245;240;113;207;Wagadu;Wagadu
2246;40;115;232;Baghena;Baghena
2247;80;117;83;Walata;Walata
2248;120;119;108;Do;Do
2249;160;151;133;Unused;Unused
2250;160;77;210;Bendugu;Bendugu
2251;80;61;184;Bagoe;Bagoe
2252;200;117;235;Lobi;Lobi
2253;160;121;133;Gwiriko;Gwiriko
2254;240;125;232;Bonoman;Bonoman
2255;40;127;183;Gyaaman;Gyaaman
2256;40;139;159;Dagbon;Dagbon
2257;80;129;208;Denkyira;Denkyira
2258;120;131;233;Cape Coast;Cape Coast
2259;160;133;84;Bara;Bara
2260;200;79;235;Mema;Mema
2261;160;115;210;Kala;Kala
2262;116;98;168;Karabara;Karabara
2263;200;91;211;Haayre;Haayre
2264;200;135;109;Hombori;Hombori
2265;240;119;86;Liptako;Liptako
2266;140;199;183;Bilanga;Bilanga
2267;240;137;134;Tenkodogo;Tenkodogo
2268;40;83;11;Aribanda;Aribanda
2269;200;147;85;Zarmaganda;Zarmaganda
2270;40;121;11;Dallol;Dallol
2271;80;141;184;Azawagh;Azawagh
2272;160;127;186;Azbin;Azbin
2273;120;143;209;Ader;Ader
2274;160;145;234;Agades;Agades
2275;120;125;161;Tenere;Tenere
2276;80;123;136;Itesan;Itesan
2277;240;161;86;Kawar;Kawar
2278;240;149;110;Kebbi;Kebbi
2279;120;155;185;Daura;Daura
2280;160;157;210;Biram;Biram
2281;200;159;235;Rano;Rano
2282;40;151;135;Muniyo;Muniyo
2283;240;143;207;Bedde;Bedde
2284;160;89;186;Manga;Manga
2285;200;129;211;Marghi;Marghi
2286;240;131;236;Logone;Logone
2287;40;163;11;Kotoko;Kotoko
2288;40;133;82;Yao;Yao
2289;40;71;135;Ondo;Ondo
2290;240;81;86;Ijebu;Ijebu
2291;120;87;161;Ketu;Ketu
2292;140;145;232;Moshi;Moshi
2293;200;141;182;Yawuri;Yawuri
2294;200;153;158;Warri;Warri
2295;80;147;83;Atakora;Atakora
2296;209;68;153;Biga;Biga
2297;245;152;169;Saruhan;Saruhan
2298;255;230;147;Tekke;Tekke
2299;226;231;102;Bolu;Bolu
2300;198;68;153;Bozok;Bozok
2301;0;155;175;Kayseri;Kayseri
2302;187;186;222;Icel;Icel
2303;167;163;54;Malatya;Malatya
2304;157;36;128;Canik;Canik
2305;89;153;66;Erzincan;Erzincan
2306;184;183;51;Mush;Mush
2307;207;225;132;Van;Van
2308;0;153;75;Urfa;Urfa
2309;132;41;144;Sinjar;Sinjar
2310;250;19;41;Tikrit;Tikrit
2311;51;130;63;Samawat;Samawat
2312;242;102;96;Wasit;Wasit
2313;181;181;52;Antioch;Antioch
2314;49;11;71;Rahba;Rahba
2315;139;22;59;Suez;Suez
2316;4;24;61;Al Gharbia;Al Gharbia
2317;149;201;61;Minya;Minya
2318;157;215;209;Bahariya;Bahariya
2319;206;231;202;Manfalut;Manfalut
2320;62;48;146;Ras Gharib;Ras Gharib
2321;203;185;45;Queseer;Queseer
2322;212;227;131;Wadi Halfa;Wadi Halfa
2323;158;168;213;Sahra an Nubyah;Sahra an Nubyah
2324;239;69;139;Halaib;Halaib
2325;245;244;179;Tarrana;Tarrana
2326;178;31;114;Bardiyah;Bardiyah
2327;154;216;222;Maan;Maan
2328;0;120;91;Tayma;Tayma
2329;101;125;54;Yanbu;Yanbu
2330;59;82;37;Ma'din Sulaym;Ma'din Sulaym
2331;250;203;224;Jeddah;Jeddah
2332;188;228;233;Truba;Truba
2333;0;124;194;Abd al-Qays;Abd al-Qays
2334;225;224;174;Badiyat ash Sham;Badiyat ash Sham
2335;9;115;187;Dawasir;Dawasir
2336;238;16;102;Aflaj;Aflaj
2337;255;21;245;Buraydah;Buraydah
2338;201;24;126;Hafar;Hafar
2339;157;34;114;Yabrin;Yabrin
2340;91;4;48;Grane;Grane
2341;213;231;178;Sharqiyah;Sharqiyah
2342;56;16;31;Wusta;Wusta
2343;117;18;67;Hadramawt;Hadramawt
2344;210;25;111;Marib;Marib
2345;240;238;129;Beihan;Beihan
2346;252;183;112;Jazan;Jazan
2347;0;120;94;Hofuf;Hofuf
2348;108;157;64;Chios;Chios
2349;71;208;47;Kizil-Su;Kizil-Su
2350;151;50;205;Konjikala;Konjikala
2351;169;158;86;Shekty;Shekty
2352;103;104;152;Alty-Kuduk;Alty-Kuduk
2353;57;202;53;Tortkara;Tortkara
2354;155;167;88;Shegendyk;Shegendyk
2355;189;174;66;Narym;Narym
2356;39;216;132;Shymkent;Shymkent
2357;211;106;44;Aksary;Aksary
2358;179;181;74;Altyn;Altyn
2359;69;186;122;Baganaly;Baganaly
2360;68;40;113;Tobykty;Tobykty
2361;23;130;61;Dzhaman-Kuduk;Dzhaman-Kuduk
2362;168;175;18;Gurganj;Gurganj
2363;145;49;49;Atakent;Atakent
2364;193;255;128;Talas;Talas
2365;183;191;72;Orda;Orda
2366;179;165;85;Utva;Utva
2367;88;175;171;Lower Yik;Lower Yik
2368;135;100;164;Karamegdan;Karamegdan
2369;175;88;119;Lower Ishim;Lower Ishim
2370;108;130;155;Kungirot;Kungirot
2371;127;0;0;Song La;Song La
2372;0;38;255;Hai Phong;Hai Phong
2373;137;76;72;Hue;Hue
2374;53;204;105;Kauthara;Kauthara
2375;244;127;25;Rhade;Rhade
2376;225;191;0;Prek Russey;Prek Russey
2377;82;199;61;Teuk Khmao;Teuk Khmao
2378;255;0;110;Kratie;Kratie
2379;0;148;255;Battambang;Battambang
2380;190;35;195;Phnom Penh;Phnom Penh
2381;34;65;11;Luang Namtha;Luang Namtha
2382;154;12;26;Savanh Nakhone;Savanh Nakhone
2383;127;31;12;Khukhanor Surin;Khukhanor Surin
2384;17;79;170;Nong Khai;Nong Khai
2385;42;127;127;Nongbua Lamphu;Nongbua Lamphu
2386;91;112;0;Chaiyaphum;Chaiyaphum
2387;71;64;128;Phetchaburi;Phetchaburi
2388;32;38;255;Phitsanulok;Phitsanulok
2389;213;130;225;Phra Bang;Phra Bang
2390;202;66;152;Chaiya;Chaiya
2391;211;44;63;Thalang;Thalang
2392;135;98;114;Selangor;Selangor
2393;44;142;85;Terengganu;Terengganu
2394;92;175;36;Kedah;Kedah
2395;32;124;32;Hkamti Long;Hkamti Long
2396;255;117;154;Mong Kawng;Mong Kawng
2397;141;255;107;Tamanthi;Tamanthi
2398;53;168;141;Thaungdut;Thaungdut
2399;255;242;109;Pagan;Pagan
2400;255;160;58;Hsipaw;Hsipaw
2401;255;163;137;Yawnghwe;Yawnghwe
2402;137;255;104;Sandoway;Sandoway
2403;255;92;71;Martaban;Martaban
2404;97;198;71;Mergui;Mergui
2405;54;91;72;Bendery;Bendery
2406;151;78;142;Ingil;Ingil
2407;89;70;120;Pereyaslav;Pereyaslav
2408;211;223;69;Lipetsk;Lipetsk
2409;202;43;139;Bahmut;Bahmut
2410;153;230;204;Theodoro;Theodoro
2411;179;204;153;Mansur;Mansur
2412;122;143;170;Kyzyl-Yar;Kyzyl-Yar
2413;70;70;122;Tyn;Tyn
2414;116;74;122;Azaraba;Azaraba
2415;60;44;114;Etkara;Etkara
2416;66;75;120;Majar;Majar
2417;182;25;40;Kuma;Kuma
2418;85;58;215;Ukek;Ukek
2419;171;208;192;Kanadey;Kanadey
2420;247;22;12;Agyidel;Agyidel
2421;45;31;18;Juketau;Juketau
2422;163;72;18;Veda-Suvar;Veda-Suvar
2423;163;189;18;Alatyr;Alatyr
2424;151;186;110;Peremyshl;Peremyshl
2425;89;61;78;Naryan-Mar;Naryan-Mar
2426;34;74;126;Yamal;Yamal
2427;166;83;32;Ostyaki;Ostyaki
2428;153;102;93;Yugan;Yugan
2429;63;102;93;Agan;Agan
2430;88;198;79;Baykha;Baykha
2431;172;201;135;Uchamin;Uchamin
2432;162;183;79;Chulym;Chulym
2433;170;202;126;Vah;Vah
2434;63;134;173;Barnaul;Barnaul
2435;34;80;89;Nukhtui;Nukhtui
2436;34;43;58;Chuna;Chuna
2437;154;175;58;Seganka;Seganka
2438;34;74;58;Kharya;Kharya
2439;173;104;32;Yarmanka;Yarmanka
2440;173;66;32;Kagyrgyn;Kagyrgyn
2441;72;130;79;Iglino;Iglino
2442;72;28;79;Ust-Kut;Ust-Kut
2443;47;122;167;Kan;Kan
2444;164;48;70;Bashgird;Bashgird
2445;166;144;32;Mangazea;Mangazea
2446;148;47;32;Chara;Chara
2447;228;43;43;Mantrega;Mantrega
2448;144;31;145;Fezzan;Fezzan
2449;81;144;95;Jufra;Jufra
2450;207;131;46;Ghadames;Ghadames
2451;39;31;246;Thubaqt;Thubaqt
2452;165;31;196;Zuwarah;Zuwarah
2453;102;12;145;Sfax;Sfax
2454;228;231;95;Kairouan;Kairouan
2455;60;161;46;Bizerte;Bizerte
2456;186;131;246;Touggourt;Touggourt
2457;123;51;196;Mzab;Mzab
2458;249;249;145;Hodna;Hodna
2459;21;1;95;Titteri;Titteri
2460;147;151;46;Saoura;Saoura
2461;84;131;246;Dahra;Dahra
2462;210;11;196;Ouarsenis;Ouarsenis
2463;42;12;145;Kasdir;Kasdir
2464;168;151;95;Ouarzazate;Ouarzazate
2465;105;109;46;Oujda;Oujda
2466;231;15;246;Draa;Draa
2467;63;119;196;Meknes;Meknes
2468;189;221;145;Tadla;Tadla
2469;126;1;95;Dukkala;Dukkala
2470;252;31;46;Haha;Haha
2471;1;246;246;Chott el-Jerid;Chott el-Jerid
2472;252;131;46;Ouargla;Ouargla
2473;189;121;145;Souss;Souss
2474;148;133;60;Tajarhi;Tajarhi
2475;37;133;180;Djado;Djado
2476;1;0;145;Kumeyaay;Kumeyaay
2477;127;20;145;Yuki;Yuki
2478;64;119;246;Tachi;Tachi
2479;190;100;196;Maidu;Maidu
2480;22;32;145;Shasta;Shasta
2481;148;161;95;Klamath;Klamath
2482;85;91;46;Kalapuya;Kalapuya
2483;211;31;246;Umatilla;Umatilla
2484;43;51;196;Quileute;Quileute
2485;169;2;145;Chehalis;Chehalis
2486;106;12;95;Yakima;Yakima
2487;232;201;46;Spokane;Spokane
2488;4;51;246;Palus;Palus
2489;130;130;196;Bohogue;Bohogue
2490;67;201;145;Goshute;Goshute
2491;193;139;95;Hualapai;Hualapai
2492;25;191;46;Chiricahua;Chiricahua
2493;151;161;246;Hopi;Hopi
2494;88;38;196;Zuni;Zuni
2495;214;231;145;Acoma;Acoma
2496;46;231;95;Jicarilla;Jicarilla
2497;172;191;46;Lipiyanes;Lipiyanes
2498;109;41;246;Jumao;Jumao
2499;235;152;196;Coahuilteco;Coahuilteco
2500;7;131;145;Querecho;Querecho
2501;133;231;95;Piegan;Piegan
2502;70;161;46;Haaninin;Haaninin
2503;196;31;246;Ashshipite;Ashshipite
2504;28;171;196;Eelalapito;Eelalapito
2505;154;243;145;Tsitsistas;Tsitsistas
2506;91;2;95;Kuccuntikka;Kuccuntikka
2507;217;131;46;Baachinena;Baachinena
2508;49;141;246;Skiri;Skiri
2509;175;43;196;Utsehta;Utsehta
2510;112;164;145;Mandan;Mandan
2511;238;244;95;Itscheabine;Itscheabine
2512;10;121;46;Wahpekute;Wahpekute
2513;136;158;246;Moingwena;Moingwena
2514;73;112;196;Michigamea;Michigamea
2515;199;232;145;Satuskhdin;Satuskhdin
2516;31;64;95;Adai;Adai
2517;157;164;46;Mdewakanton;Mdewakanton
2518;94;48;246;Noquet;Noquet
2519;220;44;196;Kilatika;Kilatika
2520;52;183;145;Mengkonkia;Mengkonkia
2521;178;3;95;Okouara;Okouara
2522;115;141;46;Mascouten;Mascouten
2523;241;101;246;Piankeshaw;Piankeshaw
2524;13;31;196;Wabash;Wabash
2525;139;11;145;Chillicothe;Chillicothe
2526;76;1;95;Shatteras;Shatteras
2527;202;202;46;Chickamauga;Chickamauga
2528;34;122;246;Yazoo;Yazoo
2529;160;221;196;Natchez;Natchez
2530;97;12;145;Biloxi;Biloxi
2531;223;132;95;Napochi;Napochi
2532;55;131;46;Tohome;Tohome
2533;181;201;246;Chatot;Chatot
2534;118;131;196;Yustaga;Yustaga
2535;244;231;145;Calusa;Calusa
2536;16;19;95;Mayaimi;Mayaimi
2537;142;31;46;Hitchiti;Hitchiti
2538;79;131;246;Yamasee;Yamasee
2539;205;1;196;Mocama;Mocama
2540;37;6;145;Coweta;Coweta
2541;163;191;95;Saluda;Saluda
2542;100;3;46;Cusabo;Cusabo
2543;226;41;246;Waccamaw;Waccamaw
2544;58;1;196;Yadkin;Yadkin
2545;184;31;145;Waxhaw;Waxhaw
2546;121;161;95;Chicora;Chicora
2547;247;131;46;Roanoke;Roanoke
2548;19;131;246;Tutelo;Tutelo
2549;145;255;196;Moratok;Moratok
2550;82;31;145;Doeg;Doeg
2551;208;199;95;Monongahela;Monongahela
2552;40;61;46;Manahoac;Manahoac
2553;166;31;246;Potomac;Potomac
2554;103;21;196;Nanticoke;Nanticoke
2555;229;31;145;Honniasont;Honniasont
2556;61;31;95;Juniata;Juniata
2557;187;222;46;Atrakwaye;Atrakwaye
2558;124;131;246;Espachomy;Espachomy
2559;250;141;196;Adirondack;Adirondack
2560;2;131;145;Quinnipiac;Quinnipiac
2561;128;181;95;Wampanoag;Wampanoag
2562;65;133;46;Pennacook;Pennacook
2563;191;123;246;Missiquoi;Missiquoi
2564;23;31;196;Sokoki;Sokoki
2565;149;122;145;Kennebec;Kennebec
2566;86;141;95;Passamaquoddy;Passamaquoddy
2567;212;215;46;Aroostook;Aroostook
2568;44;131;246;Kespukwitk;Kespukwitk
2569;170;31;196;Eskikewakik;Eskikewakik
2570;107;31;145;Wolystoq;Wolystoq
2571;233;111;95;Madawaska;Madawaska
2572;5;202;46;Siknikt;Siknikt
2573;131;101;246;Placentia;Placentia
2574;68;1;196;Sikumiut;Sikumiut
2575;194;214;145;Naskapi;Naskapi
2576;26;3;95;Mingan;Mingan
2577;152;1;46;Manicouagan;Manicouagan
2578;89;121;246;Anticosti;Anticosti
2579;215;2;196;Piekougami;Piekougami
2580;47;1;145;Atikamekw;Atikamekw
2581;173;199;95;Timiskaming;Timiskaming
2582;110;1;46;Maliseet;Maliseet
2583;236;51;246;Etchemins;Etchemins
2584;8;121;196;Loup;Loup
2585;134;31;145;Kichesipi;Kichesipi
2586;71;194;95;Tionontate;Tionontate
2587;197;197;46;Odawa;Odawa
2588;29;41;246;Piscatang;Piscatang
2589;155;31;196;Kesagami;Kesagami
2590;92;45;145;Shaggami;Shaggami
2591;218;26;95;Outoulibi;Outoulibi
2592;50;131;46;Omushkego;Omushkego
2593;221;144;246;Wappus;Wappus
2594;176;181;246;Quenebigon;Quenebigon
2595;113;131;196;Kesyehotinne;Kesyehotinne
2596;239;18;145;Mahmikiwiniyak;Mahmikiwiniyak
2597;11;51;95;Sipiwininiwak;Sipiwininiwak
2598;137;28;46;Hebina;Hebina
2599;74;15;246;Athabasca;Athabasca
2600;200;31;196;Nihithawak;Nihithawak
2601;32;64;145;Danezaa;Danezaa
2602;158;114;95;Siksikawa;Siksikawa
2603;95;122;46;Sekani;Sekani
2604;53;131;196;Dakelh;Dakelh
2605;179;219;145;Secwepemc;Secwepemc
2606;116;3;95;Tsilhoqotin;Tsilhoqotin
2607;242;255;46;Okanagan;Okanagan
2608;14;130;246;Rocky Mountains;Rocky Mountains
2609;140;131;196;Nisga'a;Nisga'a
2610;77;132;145;Heiltsuk;Heiltsuk
2611;203;41;95;Kodiak;Kodiak
2612;35;221;46;Eyak;Eyak
2613;161;131;246;Sitka;Sitka
2614;98;31;196;Cotoname;Cotoname
2615;224;44;145;Guamares;Guamares
2616;56;31;95;Seri;Seri
2617;182;201;46;Huichol;Huichol
2618;119;154;246;Toboso;Toboso
2619;245;31;196;Laguneros;Laguneros
2620;17;131;145;Nakipa;Nakipa
2621;143;19;95;Tizapan;Tizapan
2622;80;31;46;Cuitzeo;Cuitzeo
2623;206;154;246;Cutzamala;Cutzamala
2624;38;44;196;Patzcuaro;Patzcuaro
2625;164;12;145;Hinonoeino;Hinonoeino
2626;101;31;95;Tulucan;Tulucan
2627;227;201;46;Cihuatlan;Cihuatlan
2628;59;132;246;Tepeacac;Tepeacac
2629;185;227;196;Coyolapan;Coyolapan
2630;122;232;145;Tochtepec;Tochtepec
2631;248;248;95;Zaachila;Zaachila
2632;20;131;46;Xicallanco;Xicallanco
2633;146;146;246;Mani;Mani
2634;83;119;196;Uaymil;Uaymil
2635;209;219;145;Chiapas;Chiapas
2636;41;15;95;Chacujal;Chacujal
2637;167;37;46;Chortli;Chortli
2638;104;124;246;Xoconochco;Xoconochco
2639;230;31;196;Raritan;Raritan
2640;104;54;246;Lenca;Lenca
2641;240;31;196;Tziccoac;Tziccoac
2642;62;45;145;Metztitlan;Metztitlan
2643;188;191;95;Apatzingan;Apatzingan
2644;125;31;46;Cholula;Cholula
2645;251;188;246;Teloloapan;Teloloapan
2646;3;31;196;Coixtlahuacan;Coixtlahuacan
2647;129;31;145;Cuetlaxtlan;Cuetlaxtlan
2648;66;13;95;Yopitzinco;Yopitzinco
2649;192;201;46;Tehuantepec;Tehuantepec
2650;25;31;246;Champutun;Champutun
2651;150;231;196;Ah Canul;Ah Canul
2652;87;31;145;Ecab;Ecab
2653;213;213;95;Iximch??;Iximch??
2654;45;131;46;Baracoa;Baracoa
2655;171;31;246;Bayamo;Bayamo
2656;108;31;196;Camaguey;Camaguey
2657;234;31;145;Colima;Colima
2658;6;15;95;Maguana;Maguana
2659;132;16;46;Magua;Magua
2660;69;31;246;Managua;Managua
2661;195;31;196;Uluas;Uluas
2662;27;141;145;Olancho;Olancho
2663;153;31;95;Nicoya;Nicoya
2664;90;31;46;Veraguas;Veraguas
2665;216;31;246;Ais;Ais
2666;48;31;196;Tuintsund??;Tuintsund??
2667;174;231;145;Cacaxtes;Cacaxtes
2668;111;31;95;Borrado;Borrado
2669;237;31;46;Hasinai;Hasinai
2670;111;61;95;Tkaronto;Tkaronto
2671;237;231;46;Missisage;Missisage
2672;192;101;46;Kitkehaki;Kitkehaki
2673;51;255;40;Pasai;Pasai
2674;60;214;57;Peureulak;Peureulak
2675;29;38;119;Rokan;Rokan
2676;150;146;184;Indragiri;Indragiri
2677;48;55;127;Jambi;Jambi
2678;214;113;131;Bangka;Bangka
2679;21;117;104;Belitung;Belitung
2680;55;130;71;Muko-Muko;Muko-Muko
2681;76;118;155;Pagarruyung;Pagarruyung
2682;92;59;239;Pariaman;Pariaman
2683;130;64;29;Mentawai;Mentawai
2684;79;130;125;Nias;Nias
2685;237;46;40;Gayo;Gayo
2686;44;214;56;Bintan;Bintan
2687;216;49;158;Pakuan;Pakuan
2688;130;85;130;Cirebon;Cirebon
2689;198;98;83;Kendal;Kendal
2690;165;116;117;Pajang;Pajang
2691;216;58;34;Kediri;Kediri
2692;216;67;201;Madura;Madura
2693;104;16;91;Lombok;Lombok
2694;136;210;148;East Gangwon;East Gangwon
2695;107;66;100;East Timor;East Timor
2696;181;45;81;Yamdena;Yamdena
2697;163;70;58;Tondo;Tondo
2698;163;207;58;Pangasinan;Pangasinan
2699;255;75;66;Bikol;Bikol
2700;197;255;53;Panay;Panay
2701;219;211;164;Tagloc;Tagloc
2702;65;219;88;Butuan;Butuan
2703;104;158;82;Lehad Datu;Lehad Datu
2704;132;76;108;Sibu;Sibu
2705;131;183;111;Kuching;Kuching
2706;255;61;138;Katapang;Katapang
2707;234;86;86;Barito;Barito
2708;255;107;28;Sampit;Sampit
2709;196;102;196;Tarakan;Tarakan
2710;87;204;89;Berau;Berau
2711;105;135;119;Bulungan;Bulungan
2712;175;65;144;Samarinda;Samarinda
2713;255;228;94;Gorontalo;Gorontalo
2714;255;89;185;Palu;Palu
2715;127;150;255;Palopo;Palopo
2716;137;255;124;Buton;Buton
2717;201;219;43;Sula;Sula
2718;241;207;129;Fak-Fak;Fak-Fak
2719;119;128;17;Madang;Madang
2720;82;206;171;Lae;Lae
2721;131;198;119;Kerema;Kerema
2722;178;198;73;Daru;Daru
2723;33;198;152;Yos Sudarso;Yos Sudarso
2724;221;212;104;Asmat;Asmat
2725;124;63;62;Aru;Aru
2726;147;120;31;Malgana;Malgana
2727;255;141;71;Minang;Minang
2728;93;107;37;Tiwi;Tiwi
2729;255;102;79;Yolngu;Yolngu
2730;38;104;109;Awngthim;Awngthim
